id,アンケートID,案件名,回答者ID,完了フラグ,端末種類,性別,年齢,年代別,居住地,職業,できるだけ、地元でとれた野菜や果物を買いたいと思う。,地元の農家や生産者を応援できる商品に、特に魅力を感じる。,スーパーや店では、自分の住んでいる地域で生産された農産物かどうかを気にして選ぶことが多い。,地元の直売所や朝市での買い物には、価格以上の価値があると思う。,飲食店を選ぶとき、地元食材を使っているかどうかを重視したい。,少し高くても、環境に配慮して生産された農産物を選びたい。,できるだけ、プラスチック包装が少ない商品を選びたい。,食品ロス（食べ残しや賞味期限切れ）を減らすよう、普段から意識している。,将来の世代のために、環境負荷の少ない商品を選ぶべきだと思う。,児童労働のない生産体制で作られた商品を、できるだけ選びたい。,フェアトレードなど、生産者に適正な対価が支払われる仕組みの商品を選びたい。,働く人の人権や労働環境に配慮した企業の商品を優先的に買いたい。,農薬や化学肥料をできるだけ使っていない農産物を選びたい。,"生産者の顔やメッセージが表示されている農産物だと、より安心できる。",産地や生産方法の情報が明確な農産物を選びたい,同じような商品なら、環境や地域への配慮よりも、まず価格の安さで選びたい。,環境や労働倫理に配慮した商品であっても、普通の商品より高いと、あまり買う気にならない。,"環境や労働倫理に配慮した商品は、味や性能が劣るおそれがあるので、少し慎重になってしまう。",多少の不便があっても、環境や人、地域に配慮した選択をしたいと思う。,"環境や倫理に配慮した商品を選ぶことは、自分の生き方や価値観を表現することだと思う。",地元産や環境にやさしい商品を、家族や友人にも勧めたいと思う。,あなたの年齢について教えてください。,あなたの性別について教えてください
39197968,790233,FA_Toyo25,39197968,1,PC,男性,56,５０代,北海道,自営業（商工サービス）,そう思う,そう思う,そう思わない,とてもそう思う,そう思わない,そう思う,そう思う,そう思う,とてもそう思う,どちらともいえない,とてもそう思う,そう思う,どちらともいえない,そう思う,そう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,50代,男性
39197989,790233,FA_Toyo25,39197989,1,SP,男性,18,１５歳以上,北海道,学生,とてもそう思う,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思わない,そう思う,10代または10代以下,男性
39197998,790233,FA_Toyo25,39197998,1,PC,男性,30,３０代,埼玉県,会社勤務（一般社員）,そう思わない,そう思わない,そう思わない,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,そう思わない,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,そう思わない,そう思わない,どちらともいえない,そう思わない,どちらともいえない,そう思わない,どちらともいえない,20代,女性
39198003,790233,FA_Toyo25,39198003,1,PC,男性,15,１５歳以上,東京都,学生,とてもそう思う,とてもそう思う,そう思う,そう思う,どちらともいえない,まったくそう思わない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,そう思う,10代または10代以下,男性
39198017,790233,FA_Toyo25,39198017,1,SP,男性,77,７０歳以上,東京都,その他の職業,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,とてもそう思う,そう思う,そう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思わない,どちらともいえない,そう思わない,どちらともいえない,そう思う,そう思う,60代以上,男性
39198022,790233,FA_Toyo25,39198022,1,PC,女性,79,７０歳以上,鳥取県,無職,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思わない,まったくそう思わない,まったくそう思わない,とてもそう思う,とてもそう思う,とてもそう思う,60代以上,女性
39198076,790233,FA_Toyo25,39198076,1,SP,女性,18,１５歳以上,石川県,学生,とてもそう思う,そう思う,そう思う,とてもそう思う,そう思う,そう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思う,そう思う,とてもそう思う,そう思う,10代または10代以下,女性
39198077,790233,FA_Toyo25,39198077,1,SP,男性,16,１５歳以上,広島県,学生,どちらともいえない,そう思わない,まったくそう思わない,そう思わない,まったくそう思わない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,まったくそう思わない,そう思わない,どちらともいえない,そう思わない,そう思う,とてもそう思う,そう思う,どちらともいえない,どちらともいえない,まったくそう思わない,そう思わない,10代または10代以下,男性
39198084,790233,FA_Toyo25,39198084,1,SP,女性,17,１５歳以上,岩手県,学生,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,どちらともいえない,そう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,まったくそう思わない,そう思う,そう思う,そう思う,10代または10代以下,女性
39198127,790233,FA_Toyo25,39198127,1,SP,男性,26,２０代,長崎県,会社勤務（一般社員）,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,50代,男性
39198146,790233,FA_Toyo25,39198146,1,PC,女性,61,６０代,埼玉県,専業主婦・主夫,どちらともいえない,どちらともいえない,そう思わない,そう思う,そう思わない,どちらともいえない,どちらともいえない,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思わない,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,60代以上,女性
39198154,790233,FA_Toyo25,39198154,1,SP,女性,38,３０代,埼玉県,会社勤務（一般社員）,とてもそう思う,どちらともいえない,とてもそう思う,どちらともいえない,そう思わない,どちらともいえない,そう思う,そう思わない,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,まったくそう思わない,とてもそう思う,そう思う,どちらともいえない,そう思わない,30代,女性
39198156,790233,FA_Toyo25,39198156,1,SP,男性,28,２０代,神奈川県,会社勤務（一般社員）,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,20代,男性
39198176,790233,FA_Toyo25,39198176,1,SP,男性,48,４０代,福岡県,専業主婦・主夫,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,40代,男性
39198178,790233,FA_Toyo25,39198178,1,SP,女性,35,３０代,奈良県,パート・アルバイト,そう思う,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,とてもそう思う,そう思う,そう思う,とてもそう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,そう思う,30代,女性
39198200,790233,FA_Toyo25,39198200,1,PC,女性,48,４０代,三重県,専業主婦・主夫,どちらともいえない,そう思わない,そう思わない,そう思わない,そう思わない,どちらともいえない,どちらともいえない,とてもそう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,そう思う,そう思わない,そう思う,どちらともいえない,そう思わない,そう思わない,そう思わない,40代,女性
39198219,790233,FA_Toyo25,39198219,1,PC,男性,63,６０代,宮城県,無職,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,60代以上,男性
39198262,790233,FA_Toyo25,39198262,1,PC,女性,55,５０代,栃木県,専業主婦・主夫,そう思う,どちらともいえない,そう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,どちらともいえない,そう思わない,そう思わない,どちらともいえない,50代,女性
39198269,790233,FA_Toyo25,39198269,1,SP,男性,38,３０代,東京都,会社勤務（一般社員）,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思う,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,とてもそう思う,とてもそう思う,どちらともいえない,とてもそう思う,どちらともいえない,30代,男性
39198308,790233,FA_Toyo25,39198308,1,SP,男性,27,２０代,東京都,会社勤務（一般社員）,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,20代,男性
39198310,790233,FA_Toyo25,39198310,1,SP,男性,16,１５歳以上,埼玉県,学生,まったくそう思わない,そう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,そう思わない,そう思わない,まったくそう思わない,そう思わない,まったくそう思わない,60代以上,女性
39198326,790233,FA_Toyo25,39198326,1,PC,男性,19,１５歳以上,広島県,学生,どちらともいえない,どちらともいえない,まったくそう思わない,どちらともいえない,まったくそう思わない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,とてもそう思う,とてもそう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,10代または10代以下,男性
39198330,790233,FA_Toyo25,39198330,1,SP,女性,33,３０代,鳥取県,その他の職業,どちらともいえない,どちらともいえない,まったくそう思わない,とてもそう思う,まったくそう思わない,そう思わない,どちらともいえない,とてもそう思う,そう思わない,そう思う,そう思う,とてもそう思う,どちらともいえない,とてもそう思う,どちらともいえない,とてもそう思う,とてもそう思う,まったくそう思わない,そう思わない,どちらともいえない,どちらともいえない,30代,女性
39198350,790233,FA_Toyo25,39198350,1,SP,男性,70,７０歳以上,北海道,無職,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思わない,どちらともいえない,そう思う,どちらともいえない,そう思う,60代以上,男性
39198355,790233,FA_Toyo25,39198355,1,SP,女性,22,２０代,新潟県,会社勤務（一般社員）,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,20代,女性
39198358,790233,FA_Toyo25,39198358,1,SP,女性,77,７０歳以上,神奈川県,パート・アルバイト,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,とてもそう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思わない,どちらともいえない,そう思わない,そう思う,60代以上,女性
39198360,790233,FA_Toyo25,39198360,1,SP,女性,19,１５歳以上,神奈川県,学生,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,10代または10代以下,女性
39198373,790233,FA_Toyo25,39198373,1,SP,女性,49,４０代,京都府,会社勤務（一般社員）,そう思う,そう思う,そう思わない,そう思う,まったくそう思わない,そう思う,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,40代,女性
39198376,790233,FA_Toyo25,39198376,1,SP,男性,76,７０歳以上,神奈川県,無職,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思わない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思う,60代以上,男性
39198404,790233,FA_Toyo25,39198404,1,SP,女性,35,３０代,大阪府,パート・アルバイト,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,そう思わない,そう思わない,とてもそう思う,とてもそう思う,どちらともいえない,そう思わない,どちらともいえない,そう思わない,30代,女性
39198425,790233,FA_Toyo25,39198425,1,SP,女性,17,１５歳以上,神奈川県,学生,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,10代または10代以下,女性
39198427,790233,FA_Toyo25,39198427,1,SP,男性,50,５０代,東京都,自営業（商工サービス）,どちらともいえない,そう思う,そう思わない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,50代,男性
39198445,790233,FA_Toyo25,39198445,1,SP,女性,24,２０代,宮城県,学生,そう思う,どちらともいえない,そう思わない,どちらともいえない,そう思う,とてもそう思う,そう思わない,そう思わない,どちらともいえない,とてもそう思う,どちらともいえない,そう思う,とてもそう思う,どちらともいえない,そう思う,そう思わない,そう思う,そう思う,どちらともいえない,そう思う,そう思わない,20代,女性
39198460,790233,FA_Toyo25,39198460,1,PC,女性,79,７０歳以上,兵庫県,専業主婦・主夫,そう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,60代以上,女性
39198470,790233,FA_Toyo25,39198470,1,PC,女性,54,５０代,奈良県,会社勤務（一般社員）,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,どちらともいえない,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,50代,女性
39198474,790233,FA_Toyo25,39198474,1,PC,女性,45,４０代,大阪府,会社勤務（一般社員）,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,どちらともいえない,そう思う,30代,女性
39198477,790233,FA_Toyo25,39198477,1,PC,女性,59,５０代,愛知県,専業主婦・主夫,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,どちらともいえない,そう思う,とてもそう思う,とてもそう思う,そう思う,どちらともいえない,どちらともいえない,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,とてもそう思う,どちらともいえない,どちらともいえない,どちらともいえない,50代,女性
39198493,790233,FA_Toyo25,39198493,1,SP,女性,52,５０代,埼玉県,パート・アルバイト,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,とてもそう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,50代,女性
39198521,790233,FA_Toyo25,39198521,1,SP,男性,62,６０代,福岡県,無職,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,60代以上,男性
39198524,790233,FA_Toyo25,39198524,1,SP,女性,25,２０代,大阪府,会社勤務（一般社員）,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,20代,女性
39198552,790233,FA_Toyo25,39198552,1,PC,女性,40,４０代,福岡県,パート・アルバイト,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,30代,女性
39198574,790233,FA_Toyo25,39198574,1,PC,男性,33,３０代,奈良県,会社勤務（一般社員）,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,そう思わない,そう思う,まったくそう思わない,そう思わない,どちらともいえない,まったくそう思わない,どちらともいえない,どちらともいえない,そう思わない,とてもそう思う,とてもそう思う,まったくそう思わない,どちらともいえない,そう思わない,そう思わない,30代,男性
39198584,790233,FA_Toyo25,39198584,1,SP,男性,21,２０代,岡山県,学生,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思わない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思う,10代または10代以下,男性
39198585,790233,FA_Toyo25,39198585,1,PC,女性,50,５０代,愛知県,公務員・教職員･非営利団体職員,どちらともいえない,どちらともいえない,そう思わない,そう思わない,そう思わない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思わない,そう思わない,そう思わない,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思わない,そう思わない,50代,女性
39198591,790233,FA_Toyo25,39198591,1,SP,男性,29,２０代,北海道,無職,そう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,そう思わない,そう思う,どちらともいえない,とてもそう思う,そう思う,とてもそう思う,そう思う,どちらともいえない,そう思う,とてもそう思う,そう思う,そう思う,とてもそう思う,どちらともいえない,そう思う,10代または10代以下,男性
39198603,790233,FA_Toyo25,39198603,1,SP,男性,39,３０代,愛知県,会社勤務（一般社員）,そう思う,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思う,30代,男性
39198605,790233,FA_Toyo25,39198605,1,SP,男性,60,６０代,神奈川県,会社勤務（一般社員）,そう思う,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,60代以上,男性
39198623,790233,FA_Toyo25,39198623,1,SP,男性,35,３０代,埼玉県,会社勤務（一般社員）,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,30代,男性
39198641,790233,FA_Toyo25,39198641,1,SP,女性,27,２０代,群馬県,パート・アルバイト,まったくそう思わない,まったくそう思わない,まったくそう思わない,そう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,とてもそう思う,まったくそう思わない,どちらともいえない,そう思わない,そう思わない,そう思わない,そう思わない,どちらともいえない,そう思う,そう思わない,まったくそう思わない,どちらともいえない,そう思わない,まったくそう思わない,20代,女性
39198646,790233,FA_Toyo25,39198646,1,PC,女性,67,６０代,大分県,専業主婦・主夫,とてもそう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,とてもそう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,60代以上,女性
39198673,790233,FA_Toyo25,39198673,1,SP,男性,55,５０代,東京都,専業主婦・主夫,そう思わない,どちらともいえない,まったくそう思わない,どちらともいえない,まったくそう思わない,そう思わない,どちらともいえない,とてもそう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,そう思う,どちらともいえない,どちらともいえない,とてもそう思う,とてもそう思う,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,50代,男性
39198702,790233,FA_Toyo25,39198702,1,SP,男性,33,３０代,北海道,無職,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,60代以上,男性
39198729,790233,FA_Toyo25,39198729,1,PC,女性,60,６０代,新潟県,専業主婦・主夫,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,そう思う,とてもそう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,60代以上,女性
39198740,790233,FA_Toyo25,39198740,1,PC,男性,45,４０代,徳島県,無職,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思わない,どちらともいえない,どちらともいえない,そう思わない,40代,男性
39198760,790233,FA_Toyo25,39198760,1,SP,男性,71,７０歳以上,島根県,無職,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思わない,そう思う,そう思う,そう思う,とてもそう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,60代以上,男性
39198765,790233,FA_Toyo25,39198765,1,SP,男性,25,２０代,三重県,会社勤務（一般社員）,とてもそう思う,そう思う,そう思う,そう思う,そう思わない,そう思わない,まったくそう思わない,とてもそう思う,そう思わない,どちらともいえない,そう思う,そう思う,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,20代,男性
39198766,790233,FA_Toyo25,39198766,1,SP,女性,25,２０代,東京都,会社勤務（一般社員）,どちらともいえない,そう思う,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,とてもそう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,20代,女性
39198773,790233,FA_Toyo25,39198773,1,SP,女性,25,２０代,青森県,派遣社員・契約社員,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,どちらともいえない,とてもそう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,とてもそう思う,そう思う,50代,女性
39198795,790233,FA_Toyo25,39198795,1,SP,男性,72,７０歳以上,千葉県,会社経営（経営者・役員）,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思わない,そう思わない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,そう思う,どちらともいえない,60代以上,男性
39198798,790233,FA_Toyo25,39198798,1,SP,男性,15,１５歳以上,秋田県,学生,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思わない,そう思わない,そう思う,とてもそう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,とてもそう思う,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,10代または10代以下,男性
39198826,790233,FA_Toyo25,39198826,1,SP,女性,31,３０代,奈良県,無職,そう思う,そう思う,そう思う,そう思う,そう思わない,そう思わない,どちらともいえない,そう思う,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思う,20代,女性
39198831,790233,FA_Toyo25,39198831,1,SP,男性,29,２０代,岩手県,無職,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,20代,男性
39198833,790233,FA_Toyo25,39198833,1,SP,男性,21,２０代,愛知県,学生,とてもそう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思わない,そう思わない,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,どちらともいえない,そう思わない,そう思う,どちらともいえない,どちらともいえない,そう思わない,20代,男性
39198879,790233,FA_Toyo25,39198879,1,SP,男性,27,２０代,東京都,自営業（商工サービス）,そう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,そう思う,どちらともいえない,30代,男性
39198886,790233,FA_Toyo25,39198886,1,SP,男性,78,７０歳以上,愛媛県,専業主婦・主夫,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,とてもそう思う,どちらともいえない,どちらともいえない,そう思わない,60代以上,男性
39198891,790233,FA_Toyo25,39198891,1,SP,男性,27,２０代,鹿児島県,パート・アルバイト,そう思う,そう思う,とてもそう思う,そう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,20代,男性
